"Refid","Bibliography","User","Ris Code","Level","Pathogen survival _k","studyID
Unique ID to link all observations from the same study or experiment","studyGroupID","agent
Causative agent of vector borne diseases","agentSubtypeType
What type of further detailed information is given regarding the agent.Select here, and type below. ","agentSubtypeType
What type of further detailed information is given regarding the agent.Select here, and type below. _comment","agentDetails
strain and any other further information","agentSubtype
(question from DACRAH1, no need to answer)","studyTargetSpecies
Species used in study","studyTargetSpecies
Species used in study_comment","sampUnitSize
Number of samples tested in the study
(enter -1 if not reported, -2 if not relevant)","sampledMatrix
Matrix sampled","sampledMatrix
Matrix sampled_comment","sampled Matrix Text
matrix as given in the paper/ any further details about the sample matrix","temperature
Degrees Celcius","Further details about temperature
Describe any variations. If the temperature was not constant, explain it here, and add the MAXIMUM temperature in the temperature box.","humidity
Humidity conditions (%)","Further details about the process/methods/survival conditions
Use this box to add any further details, in particular whether a specific survival condition was evaluated, for instance composting. ","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD","anMatText
Target of laboratory test","maxDetect
Maximum number of days post inoculation to observe pathogen, antibody or nucleic acid","Truncated
Is the value of MaxDetect truncated ? In other words: was the study finished before samples were negative. That is, is the reported  “MaxDetect” equal to the last experiment day ?","Half-life in days","LCI 95% Half-life
Value in days for the lower limite of the confidence interval for half-life","UCI 95% Half-life
Value in days for the upper limit of the confidence interval for half-life","Study design STRENGTHS
Add notes on the strengths of the study design.","Study design WEAKNESSESAdd any notes on the study design weaknesses - lack of proper controls, lack of proper analyses methods, flaws in the way data were reported, etc. What is the impact of these flaws on the use of the data collected?"
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,8,"FMD - Foot and Mouth Disease",strain,,"A Iran 97",,"Cattle (Bos taurus)",,,bladder,,"Treated with sodium chloride (NaCl); spiked with pooled high titre vesicular material of the infected cattle.",20,,,"Samples taken from cattle (that had been infected with an initial dosage of 10^4 TCID50/mL), were homogenized 1:10 in saturated brine made from sodium chloride (NaCl) or phosphate supplemented salt (86.5% NaCl, 10.7%, Na2HPO4 and 2.8%, Na3PO4 (wt/wt/wt)). The homogenate was spiked with 10% (vol/vol) of virus suspension.","Virus Isolation (VI)",Virus,0,no,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,9,"FMD - Foot and Mouth Disease",strain,,"A Iran 97",,"Cattle (Bos taurus)",,,bladder,,"Treated with phosphate supplemented salt (P-salt); spiked with pooled high titre vesicular material of the infected cattle.",4,,,"Samples taken from cattle (that had been infected with an initial dosage of 10^4 TCID50/mL), were homogenized 1:10 in saturated brine made from sodium chloride (NaCl) or phosphate supplemented salt (86.5% NaCl, 10.7%, Na2HPO4 and 2.8%, Na3PO4 (wt/wt/wt)). The homogenate was spiked with 10% (vol/vol) of virus suspension.","Virus Isolation (VI)",Virus,6,no,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,13,"FMD - Foot and Mouth Disease",strain,,"A Iran 97",,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with sodium chloride (NaCl); spiked with pooled high titre vesicular material of the infected cattle.",4,,,"Samples taken from cattle (that had been infected with an initial dosage of 10^4 TCID50/mL), were homogenized 1:10 in saturated brine made from sodium chloride (NaCl). The homogenate was spiked with 10% (vol/vol) of virus suspension.","Virus Isolation (VI)",Virus,55,yes,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,14,"FMD - Foot and Mouth Disease",strain,,"A Iran 97",,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with sodium chloride (NaCl); spiked with pooled high titre vesicular material of the infected cattle.",20,,,"Samples taken from cattle (that had been infected with an initial dosage of 10^4 TCID50/mL), were homogenized 1:10 in saturated brine made from sodium chloride (NaCl). The homogenate was spiked with 10% (vol/vol) of virus suspension.","Virus Isolation (VI)",Virus,10,no,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,17,"FMD - Foot and Mouth Disease",strain,,"A Turkey 1/06",,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with sodium chloride (NaCl)",4,,,,"Virus Isolation (VI)",Virus,24,no,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,19,"FMD - Foot and Mouth Disease",strain,,C-Oberbayern,,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with sodium chloride (NaCl)",4,,,,"Virus Isolation (VI)",Virus,30,no,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,20,"FMD - Foot and Mouth Disease",strain,,C-Oberbayern,,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with sodium chloride (NaCl)",4,,,,"Virus Isolation (VI)",Virus,18,no,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,18,"FMD - Foot and Mouth Disease",strain,,"A Turkey 1/06",,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with sodium chloride (NaCl)",4,,,,"Virus Isolation (VI)",Virus,27,no,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,6,"FMD - Foot and Mouth Disease",strain,,"A Iran 97",,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with phosphate supplemented salt (P-salt); spiked with pooled high titre vesicular material of the infected cattle.",4,,,"Samples taken from cattle (that had been infected with an initial dosage of 10^4 TCID50/mL), were homogenized 1:10 in saturated brine made from sodium chloride (NaCl) or phosphate supplemented salt (86.5% NaCl, 10.7%, Na2HPO4 and 2.8%, Na3PO4 (wt/wt/wt)). The homogenate was spiked with 10% (vol/vol) of virus suspension.","Virus Isolation (VI)",Virus,9,no,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,5,"FMD - Foot and Mouth Disease",strain,,"A Iran 97",,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with sodium chloride (NaCl); spiked with pooled high titre vesicular material of the infected cattle.",20,,,"Samples taken from cattle (that had been infected with an initial dosage of 10^4 TCID50/mL), were homogenized 1:10 in saturated brine made from sodium chloride (NaCl) or phosphate supplemented salt (86.5% NaCl, 10.7%, Na2HPO4 and 2.8%, Na3PO4 (wt/wt/wt)). The homogenate was spiked with 10% (vol/vol) of virus suspension.","Virus Isolation (VI)",Virus,7,no,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,4,"FMD - Foot and Mouth Disease",strain,,"A Iran 97",,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with sodium chloride (NaCl); spiked with pooled high titre vesicular material of the infected cattle.",4,,,"Samples taken from cattle (that had been infected with an initial dosage of 10^4 TCID50/mL), were homogenized 1:10 in saturated brine made from sodium chloride (NaCl) or phosphate supplemented salt (86.5% NaCl, 10.7%, Na2HPO4 and 2.8%, Na3PO4 (wt/wt/wt)). The homogenate was spiked with 10% (vol/vol) of virus suspension.","Virus Isolation (VI)",Virus,12,no,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,16,"FMD - Foot and Mouth Disease",strain,,"A Iran 97",,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with sodium chloride (NaCl); spiked with pooled high titre vesicular material of the infected cattle.",20,,,"Samples taken from cattle (that had been infected with an initial dosage of 10^4 TCID50/mL), were homogenized 1:10 in saturated brine made from sodium chloride (NaCl). The homogenate was spiked with 10% (vol/vol) of virus suspension.","Virus Isolation (VI)",Virus,10,no,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,15,"FMD - Foot and Mouth Disease",strain,,"A Iran 97",,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with sodium chloride (NaCl); spiked with pooled high titre vesicular material of the infected cattle.",4,,,"Samples taken from cattle (that had been infected with an initial dosage of 10^4 TCID50/mL), were homogenized 1:10 in saturated brine made from sodium chloride (NaCl). The homogenate was spiked with 10% (vol/vol) of virus suspension.","Virus Isolation (VI)",Virus,55,yes,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,3,"FMD - Foot and Mouth Disease",strain,,"A Iran 97",,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with phosphate supplemented salt (P-salt); spiked with pooled high titre vesicular material of the infected cattle.",4,,,"Samples taken from cattle (that had been infected with an initial dosage of 10^4 TCID50/mL), were homogenized 1:10 in saturated brine made from sodium chloride (NaCl) or phosphate supplemented salt (86.5% NaCl, 10.7%, Na2HPO4 and 2.8%, Na3PO4 (wt/wt/wt)). The homogenate was spiked with 10% (vol/vol) of virus suspension.","Virus Isolation (VI)",Virus,2,no,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,2,"FMD - Foot and Mouth Disease",strain,,"A Iran 97",,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with sodium chloride (NaCl); spiked with pooled high titre vesicular material of the infected cattle.",20,,,"Samples taken from cattle (that had been infected with an initial dosage of 10^4 TCID50/mL), were homogenized 1:10 in saturated brine made from sodium chloride (NaCl) or phosphate supplemented salt. The homogenate was spiked with 10% (vol/vol) of virus suspension.","Virus Isolation (VI)",Virus,9,no,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,1,"FMD - Foot and Mouth Disease",strain,,"A Iran 97",,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with sodium chloride (NaCl); spiked with pooled high titre vesicular material of the infected cattle.",4,,,"Samples taken from cattle (that had been infected with an initial dosage of 10^4 TCID50/mL), were homogenized 1:10 in saturated brine made from sodium chloride (NaCl) or phosphate supplemented salt. The homogenate was spiked with 10% (vol/vol) of virus suspension.","Virus Isolation (VI)",Virus,11,no,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,12,"FMD - Foot and Mouth Disease",strain,,"A Iran 97",,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with phosphate supplemented salt (P-salt); spiked with pooled high titre vesicular material of the infected cattle.",4,,,"Samples taken from cattle (that had been infected with an initial dosage of 10^4 TCID50/mL), were homogenized 1:10 in saturated brine made from sodium chloride (NaCl) or phosphate supplemented salt (86.5% NaCl, 10.7%, Na2HPO4 and 2.8%, Na3PO4 (wt/wt/wt)). The homogenate was spiked with 10% (vol/vol) of virus suspension.","Virus Isolation (VI)",Virus,7,no,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,11,"FMD - Foot and Mouth Disease",strain,,"A Iran 97",,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with sodium chloride (NaCl); spiked with pooled high titre vesicular material of the infected cattle.",20,,,"Samples taken from cattle (that had been infected with an initial dosage of 10^4 TCID50/mL), were homogenized 1:10 in saturated brine made from sodium chloride (NaCl) or phosphate supplemented salt (86.5% NaCl, 10.7%, Na2HPO4 and 2.8%, Na3PO4 (wt/wt/wt)). The homogenate was spiked with 10% (vol/vol) of virus suspension.","Virus Isolation (VI)",Virus,3,no,,,,,
43926,"Wijnker, J.J., Haas, B., Berends, B.R. (2012).  Inactivation of foot-and-mouth disease virus in various bovine tissues used for the production of natural sausage casings International Journal of Food Microbiology, 153(1-2),  237",mariana.avelinodesouzasantos,,4,,43926,10,"FMD - Foot and Mouth Disease",strain,,"A Iran 97",,"Cattle (Bos taurus)",,,"Offal: Animal offal and other slaughtering products",,"Treated with sodium chloride (NaCl); spiked with pooled high titre vesicular material of the infected cattle.",4,,,"Samples taken from cattle (that had been infected with an initial dosage of 10^4 TCID50/mL), were homogenized 1:10 in saturated brine made from sodium chloride (NaCl) or phosphate supplemented salt (86.5% NaCl, 10.7%, Na2HPO4 and 2.8%, Na3PO4 (wt/wt/wt)). The homogenate was spiked with 10% (vol/vol) of virus suspension.","Virus Isolation (VI)",Virus,12,no,,,,,
44086,"Guan, J., Chan, M., Grenier, C., Brooks, B.W., Spencer, J.L., Kranendonk, C., Copps, J., Clavijo, A. (2010).  Degradation of foot-and-mouth disease virus during composting of infected pig carcasses Canadian Journal of Veterinary Research, 74(1),  40",mariana.avelinodesouzasantos,,4,,44086,1,"FMD - Foot and Mouth Disease",serotype,,"UKG 11/2001",,"Pig (Sus scrofa domesticus) ",,3,"Carcasse (Animal carcase)",,"Three FMD-infected pig carcasses were composted in a mixture of chicken manure and wood shavings in a biocontainment level 3 facility.",20,"2 portions were held outside the compost bin as ambient temperature controls (20 degrees for 21 days).",,"A composting survival condition was assessed. 3 pigs received a total of 10^6.7 TCID50 of FMDV and were euthanized at 2 or 3 d post-inoculation (dpi).
Pools of specimens were collected from each carcass and divided into portions. 
2 portions were held outside the compost bin as ambient temperature controls.
Another 2 specimens were contained in permeable nylon mesh bags, which were buried in compost.

The groups were defined and summarized according to temperature: group 1 refers to the ambient temperature control specimens with 20 degrees; and group 2 refers to the compost specimens, in which the temperature varied between 20-70 degrees. 
When antigen was only detected at day 0, values were assigned as truncated as no measurements were done between point 0 and day 10 (second day of measurement).","Virus Isolation (VI)",Virus,10,no,,,,,
44086,"Guan, J., Chan, M., Grenier, C., Brooks, B.W., Spencer, J.L., Kranendonk, C., Copps, J., Clavijo, A. (2010).  Degradation of foot-and-mouth disease virus during composting of infected pig carcasses Canadian Journal of Veterinary Research, 74(1),  40",mariana.avelinodesouzasantos,,4,,44086,1,"FMD - Foot and Mouth Disease",serotype,,"UKG 11/2001",,"Pig (Sus scrofa domesticus) ",,3,"Carcasse (Animal carcase)",,"Three FMD-infected pig carcasses were composted in a mixture of chicken manure and wood shavings in a biocontainment level 3 facility.",20,"2 portions were held outside the compost bin as ambient temperature controls (20 degrees for 21 days).",,"A composting survival condition was assessed. 3 pigs received a total of 10^6.7 TCID50 of FMDV and were euthanized at 2 or 3 d post-inoculation (dpi).
Pools of specimens were collected from each carcass and divided into portions. 
2 portions were held outside the compost bin as ambient temperature controls.
Another 2 specimens were contained in permeable nylon mesh bags, which were buried in compost.

The groups were defined and summarized according to temperature: group 1 refers to the ambient temperature control specimens with 20 degrees; and group 2 refers to the compost specimens, in which the temperature varied between 20-70 degrees. 
When antigen was only detected at day 0, values were assigned as truncated as no measurements were done between point 0 and day 10 (second day of measurement).","Enzyme linked immunosorbent assay (ELISA)",Antigen,10,no,,,,,
