"Refid","Bibliography","User","Ris Code","Level","test_k","sampCountry
Country where study was performed","sampY
Year the study was conducted
(-1 if not reported)","agent *
Causative agent of the disease","agentSubtypeType
What type of further detailed information is given regarding the agent. Select here, and type below. Give the highest subtype information available - for instance serotype if available, instead of strain. ","agentSubtypeType
What type of further detailed information is given regarding the agent. Select here, and type below. Give the highest subtype information available - for instance serotype if available, instead of strain. _comment","agentDetails
The further information given regarding the sutype type given above. ","studyID *
Unique ID to link all observations from the same study, experiment, or time point evaluations.","studyTargetSpecies *
Species used in study","studyTargetSpecies *
Species used in study_comment","ageMonths
Age of animals in months
(-1 if not reported)","sampUnit *
Type of unit sampled in the study and reported in sampUnitSize","sampUnit *
Type of unit sampled in the study and reported in sampUnitSize_comment","sampUnitSize *
Number of units in the group (the number of units listed above (e.g. herds))","Animal status","Animal status_comment","testsubstance
select the vaccine used","testsubstance
select the vaccine used_comment","Type of vaccine","Type of vaccine_comment","route
Method of application or treatment regime or administration method of vaccine","route
Method of application or treatment regime or administration method of vaccine_comment","Day dose 1
The day, from the start of the experiment (day 0), when the first vaccine dose was given.","Vaccine dose 1
Dose of vaccine given for the first time (dose 1).","Day dose 2
The day, from the start of the experiment (day 0), when the second vaccine dose was given. Leave empty if not second dose was administered.","Vaccine Dose 2
Dose of vaccine given for the second time (dose 2). Leave empty if no second dose was administered.","Day dose 3
IF a third dose was given, enter the number of days since the start of the experiment (day 0), when it was administered. Leave empty otherwise","Vaccine Dose 3
IF a third dose was given (dose 3), enter the dose of vaccine given. Leave empty if no third dose was administered.","Challenge type","route
Method of application of the challenge","route
Method of application of the challenge_comment","Challenge substance","Challenge dose
Plese describe (free-text) the dosage information given","Challenge day
From the beginning of the experiment","deadUnits
Number of dead animals ","mortalityTime minimum
If provided in the paper, please report the time between application of the treatment and first recorded mortality. Use this question for the numerical value and the next for the unit.","mortalityTimeUnits_min
The units for the first reported time to mortality.","mortalityTime maximum
If provided in the paper, please report the time between application of the treatment and last recorded mortality. Use this question for the numerical value and the next for the unit.","mortalityTimeUnits_max
The units for the last reported time to mortality.","efficacy
1-RR. Report as given in the paper.
If not reported, leave it empty.","coverage
Coverage in %","Direct vaccine costs
Decsribe DIRECT vaccine costs, if given. ","Indirect vaccine costs
Decsribe any indirect vaccine costs reported in the paper, for instance loss of productivity, food conversion, etc.","Withdrawal period (in days)
Minimum number of days since last vaccine dose before animals can be sent to slaughter.
 ","vaccine storage
Does the vaccine need to be kept cold or in any other specific conditions? please report any details about logistical constraints given in the paper.","TIME POINT
Indicate time point in days from the start of the study to which the reported parameters below correspond","STAGE of experiment
At which step of the experiment do the information to be reported relate to.","LAB TEST *
Laboratory test used to detect agent, antibdies, or antigens associated with the disease","LAB TEST details
Description of laboratory method (where relevant include method of calculation of cut-offs)","Target of laboratory test","Target of laboratory test_comment","Tissue sampled for testing
(Note: as part-nature = the tissue has not been processed)","Tissue sampled for testing
(Note: as part-nature = the tissue has not been processed)_comment","Number of samples tested","Number of samples positive","testValue
The reported value for the test, for instance titers of SNT, IP for ELISA test, CQ/CT for a PCR, or a clinical score. GROUP AVERAGE, for the POSITIVE animals only.","UNITS
the units for the value reported to the left.","UNITS
the units for the value reported to the left._comment","Scale MIN
If a scale is needed in order to understand the test value (for instance the maximum score in a clinical score scale), then report the minimum here","Scale MAX
If a scale is needed in order to understand the test value (for instance the maximum score in a clinical score scale), then report the maximum here","QUALITY check If you have noted any significant weakness in the study design, or details worth of note which could not be captured in the current form, please enter comments here. All papers with comments in this section will be reviewed by a second reviewer. "
50721,"Middleton, D., Bingham, J., Selleck, P., Lowther, S., Gleeson, L., Lehrbach, P., Robinson, S., Rodenberg, J., Kumar, M., Andrew, M. (2007).  Efficacy of inactivated vaccines against H5N1 avian influenza infection in ducks Virology, 359(1),  66",seungeun.han,,4,,Australia,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Muscovy duck/Vietnam/453/2004, H5N1",2,"Ducks (Anatidae)",,0.033,animal,,15,commercial,,"Poulvac FluFend I AI H5N3 RG",,"Other (specify):",Inactivated,SUBCUTANEOUS,,0,"200 ul",21,"500 ul",,,"Challenged with the pathogen","OTHER: specify","intraocular, intranasal, oral",,"10^4.7 EID50",42,0,,,,,,,,,,,41,"Vaccinated, not challenged","Haemagglutination inhibition test (HIT)","Against the challenge strain antigen; Cut off 4",Antibody,,"Blood serum (as part-nature)",,15,15,27.2,titer,,,,"Min/max or mean mortality day was not given."
50721,"Middleton, D., Bingham, J., Selleck, P., Lowther, S., Gleeson, L., Lehrbach, P., Robinson, S., Rodenberg, J., Kumar, M., Andrew, M. (2007).  Efficacy of inactivated vaccines against H5N1 avian influenza infection in ducks Virology, 359(1),  66",seungeun.han,,4,,Australia,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Muscovy duck/Vietnam/453/2004, H5N1",2,"Ducks (Anatidae)",,0.033,animal,,15,commercial,,"Poulvac FluFend I AI H5N3 RG",,"Other (specify):",Inactivated,SUBCUTANEOUS,,0,"200 ul",21,"500 ul",,,"Challenged with the pathogen","OTHER: specify","intraocular, intranasal, oral",,"10^4.7 EID50",42,0,,,,,,,,,,,53,"After challenge","Haemagglutination inhibition test (HIT)","Against the challenge strain antigen; Cut off 4",Antibody,,"Blood serum (as part-nature)",,15,15,31.5,titer,,,,"Min/max or mean mortality day was not given."
50721,"Middleton, D., Bingham, J., Selleck, P., Lowther, S., Gleeson, L., Lehrbach, P., Robinson, S., Rodenberg, J., Kumar, M., Andrew, M. (2007).  Efficacy of inactivated vaccines against H5N1 avian influenza infection in ducks Virology, 359(1),  66",seungeun.han,,4,,Australia,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Muscovy duck/Vietnam/453/2004, H5N1",2,"Ducks (Anatidae)",,0.033,animal,,15,commercial,,"Poulvac FluFend I AI H5N3 RG",,"Other (specify):",Inactivated,SUBCUTANEOUS,,0,"200 ul",21,"500 ul",,,"Challenged with the pathogen","OTHER: specify","intraocular, intranasal, oral",,"10^4.7 EID50",42,0,,,,,,,,,,,56,"After challenge","Haemagglutination inhibition test (HIT)","Against the challenge strain antigen; Cut off 4",Antibody,,"Blood serum (as part-nature)",,15,15,19.7,titer,,,,"Min/max or mean mortality day was not given."
50721,"Middleton, D., Bingham, J., Selleck, P., Lowther, S., Gleeson, L., Lehrbach, P., Robinson, S., Rodenberg, J., Kumar, M., Andrew, M. (2007).  Efficacy of inactivated vaccines against H5N1 avian influenza infection in ducks Virology, 359(1),  66",seungeun.han,,4,,Australia,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Muscovy duck/Vietnam/453/2004, H5N1",3,"Ducks (Anatidae)",,0.033,animal,,14,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intraocular, intranasal, oral",,"10^4.7 EID50",42,9,-1,,-1,,,,,,,,46,"After challenge","Virus Isolation (VI)",,Virus,,"Other (specify)","oropharyngeal swab",14,12,pos,"Other: specify",pos/neg,,,"Min/max or mean mortality day was not given."
50721,"Middleton, D., Bingham, J., Selleck, P., Lowther, S., Gleeson, L., Lehrbach, P., Robinson, S., Rodenberg, J., Kumar, M., Andrew, M. (2007).  Efficacy of inactivated vaccines against H5N1 avian influenza infection in ducks Virology, 359(1),  66",seungeun.han,,4,,Australia,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Muscovy duck/Vietnam/453/2004, H5N1",3,"Ducks (Anatidae)",,0.033,animal,,14,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intraocular, intranasal, oral",,"10^4.7 EID50",42,9,-1,,-1,,,,,,,,49,"After challenge","Virus Isolation (VI)",,Virus,,"Other (specify)","oropharyngeal swab",7,3,pos,"Other: specify",pos/neg,,,"Min/max or mean mortality day was not given."
50721,"Middleton, D., Bingham, J., Selleck, P., Lowther, S., Gleeson, L., Lehrbach, P., Robinson, S., Rodenberg, J., Kumar, M., Andrew, M. (2007).  Efficacy of inactivated vaccines against H5N1 avian influenza infection in ducks Virology, 359(1),  66",seungeun.han,,4,,Australia,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Muscovy duck/Vietnam/453/2004, H5N1",3,"Ducks (Anatidae)",,0.033,animal,,14,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intraocular, intranasal, oral",,"10^4.7 EID50",42,9,-1,,-1,,,,,,,,46,"After challenge","Virus Isolation (VI)",,Virus,,"Rectum-anal swab (as part-nature)",,14,2,pos,"Other: specify",pos/neg,,,"Min/max or mean mortality day was not given."
50721,"Middleton, D., Bingham, J., Selleck, P., Lowther, S., Gleeson, L., Lehrbach, P., Robinson, S., Rodenberg, J., Kumar, M., Andrew, M. (2007).  Efficacy of inactivated vaccines against H5N1 avian influenza infection in ducks Virology, 359(1),  66",seungeun.han,,4,,Australia,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Muscovy duck/Vietnam/453/2004, H5N1",3,"Ducks (Anatidae)",,0.033,animal,,14,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intraocular, intranasal, oral",,"10^4.7 EID50",42,9,-1,,-1,,,,,,,,53,"After challenge","Haemagglutination inhibition test (HIT)","Against the challenge strain antigen; Cut off 4",Antibody,,"Blood serum (as part-nature)",,5,5,96,titer,,,,"Min/max or mean mortality day was not given."
50721,"Middleton, D., Bingham, J., Selleck, P., Lowther, S., Gleeson, L., Lehrbach, P., Robinson, S., Rodenberg, J., Kumar, M., Andrew, M. (2007).  Efficacy of inactivated vaccines against H5N1 avian influenza infection in ducks Virology, 359(1),  66",seungeun.han,,4,,Australia,2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Muscovy duck/Vietnam/453/2004, H5N1",3,"Ducks (Anatidae)",,0.033,animal,,14,commercial,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","intraocular, intranasal, oral",,"10^4.7 EID50",42,9,-1,,-1,,,,,,,,56,"After challenge","Haemagglutination inhibition test (HIT)","Against the challenge strain antigen; Cut off 4",Antibody,,"Blood serum (as part-nature)",,5,5,115.2,titer,,,,"Min/max or mean mortality day was not given."
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",1,"Chickens (Gallus)",,0.75,animal,,20,SPF,,"Gallimune Flu H5N9",,"Other (specify):",Inactivated,INTRAMUSCULAR,,0,"0.3 ml",,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",21,1,5,days,5,days,,,,,,,21,"Vaccinated, not challenged","Haemagglutination inhibition test (HIT)","Against the vaccine homologous antigen; cut-off 3 log2 titer",Antibody,,"Blood serum (as part-nature)",,20,20,7.3,"Other: specify","log2 titer",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",1,"Chickens (Gallus)",,0.75,animal,,20,SPF,,"Gallimune Flu H5N9",,"Other (specify):",Inactivated,INTRAMUSCULAR,,0,"0.3 ml",,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",21,1,5,days,5,days,,,,,,,21,"Vaccinated, not challenged","Haemagglutination inhibition test (HIT)","Against the challenge strain antigen; Cut off 3 log2 titer",Antibody,,"Blood serum (as part-nature)",,20,7,2.5,"Other: specify","log2 titer",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",1,"Chickens (Gallus)",,0.75,animal,,20,SPF,,"Gallimune Flu H5N9",,"Other (specify):",Inactivated,INTRAMUSCULAR,,0,"0.3 ml",,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",21,1,5,days,5,days,,,,,,,35,"After challenge","Haemagglutination inhibition test (HIT)","Against the challenge strain antigen; Cut off 3 log2 titer",Antibody,,"Blood serum (as part-nature)",,19,19,4.5,"Other: specify","log2 titer",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",1,"Chickens (Gallus)",,0.75,animal,,20,SPF,,"Gallimune Flu H5N9",,"Other (specify):",Inactivated,INTRAMUSCULAR,,0,"0.3 ml",,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",21,1,5,days,5,days,,,,,,,22,"After challenge","Virus Isolation (VI)","Cut-off 1 log10 EID50/ml",Virus,,"Other (specify)","oropharyngeal swab",20,20,3.9,"Other: specify","log10 EID50/ml",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",1,"Chickens (Gallus)",,0.75,animal,,20,SPF,,"Gallimune Flu H5N9",,"Other (specify):",Inactivated,INTRAMUSCULAR,,0,"0.3 ml",,,,,"Challenged with the pathogen","OTHER: specify",intranasal,,"10^6 EID50",21,1,5,days,5,days,,,,,,,22,"After challenge","Virus Isolation (VI)","Cut-off 1 log10 EID50/ml",Virus,,"Rectum-anal swab (as part-nature)",,20,3,0.9,"Other: specify","log10 EID50/ml",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",2,"Chickens (Gallus)",,0.75,animal,,10,SPF,,"Gallimune Flu H5N9",,"Other (specify):",Inactivated,INTRAMUSCULAR,,0,"0.3 ml",,,,,"Challenged with the pathogen","OTHER: specify","Direct contact with studyID 1",,,22,0,,,,,,,,,,,21,"Vaccinated, not challenged","Haemagglutination inhibition test (HIT)","Against the vaccine homologous antigen; cut-off 3 log2 titer",Antibody,,"Blood serum (as part-nature)",,10,10,7.3,"Other: specify","log2 titer",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",2,"Chickens (Gallus)",,0.75,animal,,10,SPF,,"Gallimune Flu H5N9",,"Other (specify):",Inactivated,INTRAMUSCULAR,,0,"0.3 ml",,,,,"Challenged with the pathogen","OTHER: specify","Direct contact with studyID 1",,,22,0,,,,,,,,,,,21,"Vaccinated, not challenged","Haemagglutination inhibition test (HIT)","Against the challenge strain antigen; Cut off 3 log2 titer",Antibody,,"Blood serum (as part-nature)",,10,3,2.5,"Other: specify","log2 titer",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",2,"Chickens (Gallus)",,0.75,animal,,10,SPF,,"Gallimune Flu H5N9",,"Other (specify):",Inactivated,INTRAMUSCULAR,,0,"0.3 ml",,,,,"Challenged with the pathogen","OTHER: specify","Direct contact with studyID 1",,,22,0,,,,,,,,,,,35,"After challenge","Haemagglutination inhibition test (HIT)","Against the challenge strain antigen; Cut off 3 log2 titer",Antibody,,"Blood serum (as part-nature)",,10,2,0.9,"Other: specify","log2 titer",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",2,"Chickens (Gallus)",,0.75,animal,,10,SPF,,"Gallimune Flu H5N9",,"Other (specify):",Inactivated,INTRAMUSCULAR,,0,"0.3 ml",,,,,"Challenged with the pathogen","OTHER: specify","Direct contact with studyID 1",,,22,0,,,,,,,,,,,24,"After challenge","Virus Isolation (VI)","Cut-off 1 log10 EID50/ml",Virus,,"Rectum-anal swab (as part-nature)",,10,1,0.9,"Other: specify","log10 EID50/ml",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",3,"Chickens (Gallus)",,0.75,animal,,10,SPF,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","Direct contact with studyID 1",,,22,10,2,days,9,days,,,,,,,24,"After challenge","Virus Isolation (VI)","Cut-off 1 log10 EID50/ml",Virus,,"Other (specify)","oropharyngeal swab",10,2,1.5,"Other: specify","log10 EID50/ml",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",3,"Chickens (Gallus)",,0.75,animal,,10,SPF,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","Direct contact with studyID 1",,,22,10,2,days,9,days,,,,,,,24,"After challenge","Virus Isolation (VI)","Cut-off 1 log10 EID50/ml",Virus,,"Rectum-anal swab (as part-nature)",,10,1,1.3,"Other: specify","log10 EID50/ml",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",4,"Chickens (Gallus)",,0.75,animal,,20,SPF,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify",Intranasal,,"10^6 EID 50",21,20,2,days,2,days,,,,,,,22,"After challenge","Virus Isolation (VI)","Cut-off 1 log10 EID50/ml",Virus,,"Other (specify)","oropharyngeal swab",20,20,5.5,"Other: specify","log10 EID50/ml",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",4,"Chickens (Gallus)",,0.75,animal,,20,SPF,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify",Intranasal,,"10^6 EID 50",21,20,2,days,2,days,,,,,,,22,"After challenge","Virus Isolation (VI)","Cut-off 1 log10 EID50/ml",Virus,,"Rectum-anal swab (as part-nature)",,20,20,3.9,"Other: specify","log10 EID50/ml",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",5,"Chickens (Gallus)",,0.75,animal,,10,SPF,,"Gallimune Flu H5N9",,"Other (specify):",Inactivated,INTRAMUSCULAR,,0,"0.3 ml",,,,,"Challenged with the pathogen","OTHER: specify","Direct contact with studyID 4",,,22,0,,,,,,,,,,,21,"Vaccinated, not challenged","Haemagglutination inhibition test (HIT)","Against the vaccine homologous antigen; cut-off 3 log2 titer",Antibody,,"Blood serum (as part-nature)",,10,10,7.3,"Other: specify","log2 titer",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",5,"Chickens (Gallus)",,0.75,animal,,10,SPF,,"Gallimune Flu H5N9",,"Other (specify):",Inactivated,INTRAMUSCULAR,,0,"0.3 ml",,,,,"Challenged with the pathogen","OTHER: specify","Direct contact with studyID 4",,,22,0,,,,,,,,,,,21,"Vaccinated, not challenged","Haemagglutination inhibition test (HIT)","Against the challenge strain antigen; Cut off 3 log2 titer",Antibody,,"Blood serum (as part-nature)",,10,3,2.5,"Other: specify","log2 titer",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",5,"Chickens (Gallus)",,0.75,animal,,10,SPF,,"Gallimune Flu H5N9",,"Other (specify):",Inactivated,INTRAMUSCULAR,,0,"0.3 ml",,,,,"Challenged with the pathogen","OTHER: specify","Direct contact with studyID 4",,,22,0,,,,,,,,,,,35,"After challenge","Haemagglutination inhibition test (HIT)","Against the challenge strain antigen; Cut off 3 log2 titer",Antibody,,"Blood serum (as part-nature)",,9,6,2,"Other: specify","log2 titer",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",5,"Chickens (Gallus)",,0.75,animal,,10,SPF,,"Gallimune Flu H5N9",,"Other (specify):",Inactivated,INTRAMUSCULAR,,0,"0.3 ml",,,,,"Challenged with the pathogen","OTHER: specify","Direct contact with studyID 4",,,22,0,,,,,,,,,,,24,"After challenge","Virus Isolation (VI)","Cut-off 1 log10 EID50/ml",Virus,,"Other (specify)","oropharyngeal swab",10,8,2,"Other: specify","log10 EID50/ml",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",6,"Chickens (Gallus)",,0.75,animal,,10,SPF,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","Direct contact with studyID 4",,,22,10,2,days,3,days,,,,,,,24,"After challenge","Virus Isolation (VI)","Cut-off 1 log10 EID50/ml",Virus,,"Other (specify)","oropharyngeal swab",10,10,5.7,"Other: specify","log10 EID50/ml",,,
50728,"Bublot, M., Le Gros, F.-X., Nieddu, D., Pritchard, N., Mickle, T.R., Swayne, D.E. (2007).  Efficacy of two H5N9-inactivated vaccines against challenge with a recent H5N1 highly pathogenic avian influenza isolate from a chicken in Thailand Avian Diseases, 51(SUPPL. 1),  332",seungeun.han,,4,,"United States",2006,"HPAI - Highly Pathogenic Avian Influenza",serotype,,"A/Chicken/Supranburi/2/04, H5N1",6,"Chickens (Gallus)",,0.75,animal,,10,SPF,,"Unvaccinated control",,,,,,,,,,,,"Challenged with the pathogen","OTHER: specify","Direct contact with studyID 4",,,22,10,2,days,3,days,,,,,,,24,"After challenge","Virus Isolation (VI)","Cut-off 1 log10 EID50/ml",Virus,,"Rectum-anal swab (as part-nature)",,10,10,5,"Other: specify","log10 EID50/ml",,,
50927,"Miller, M.M., Bennett, K.E., Drolet, B.S., Lindsay, R., Mecham, J.O., Reeves, W.K., Weingartl, H.M., Wilson, W.C. (2015).  Evaluation of the efficacy, potential for vector transmission, and duration of immunity of MP-12, an attenuated rift valley fever virus vaccine candidate, in sheep Clinical and Vaccine Immunology, 22(8),  930",seungeun.han,,4,,"United States",2015,"Rift Valley fever virus",strain,,ZH501,1,"Sheep (Ovis aries)",,3,animal,,16,commercial,,"RVFV: MP-12 (Zoetis Inc., USA / Canada)",,Attenuated,,SUBCUTANEOUS,,0,"3 x 103 PFU/2.5ml",,,,,"Challenged with the pathogen",SUBCUTANEOUS,,"Cell culture media","2 x 10^7 PFU/1ml",21,0,,,,,,,,,,,22,"After challenge","Reverse-transcription PCR (RT-PCR)","< 3.1 log10 copy/ml was considered negative","Nucleic acid",,"Blood serum (as part-nature)",,16,1,4.8,"Other: specify","log10 copy/ml",,,"All animals were purchased from reputable breeders, but prior vaccination/treatment information were not provided. This article was not rejected to maximize the number of references in RVF literature review. The results of PCR and antibody tests were presented by visual graphs, so the result values were visually estimated to report on Question 45 test Value."
