"Refid","Bibliography","User","Ris Code","Level","DE_DACRAH_OB4_Covetlab_k","studyID
Unique ID to link all observations from the same study or experiment","studyIDNumerical","sampCountry
Country where study was performed","sampY
Year the study was conducted
(-1 if not reported)","agent
Causative agent of vector borne diseases","agentSubtype
DACRAH1 - no need to answer","agentSubtypeTypeWhat type of further detailed information is given regarding the agent.Select here, and type below.","agentSubtypeTypeWhat type of further detailed information is given regarding the agent.Select here, and type below._comment","agentDetails
The further information given regarding the sutype type given above. ","studyTargetHOST
Species target of the study. If not mentioned (for instance vector studies not mentioning any particular host species), then please leave it as ""NOT HOST SPECIFIC""","studyTargetHOST
Species target of the study. If not mentioned (for instance vector studies not mentioning any particular host species), then please leave it as ""NOT HOST SPECIFIC""_comment","studyTargetVector
Please select the specific vector.","sampUnit
Type of unit sampled in the study and reported in sampUnitSize
 ","sampUnit
Type of unit sampled in the study and reported in sampUnitSize
 _comment","sampUnitSize
Number of units in the group (the number of units listed above (e.g. herds))
(-1 if not reported, -2 if not relevant)","route
Method of application or treatment regime or administration method of vaccine","route
Method of application or treatment regime or administration method of vaccine_comment","intervention
Intervention or treatment","intervention
Intervention or treatment_comment","testsubstance
Insecticide or pharmaceutical substance","testsubstance2
Insecticide or pharmaceutical substance","test substance CATEGORICAL","test substance2 CATEGORICAL","formulation %
The concentration given for the preparation, if given (p.e. 5%)","formulation2 %
The concentration given for the preparation, if given (p.e. 5%)","dose
quantity of vaccine/insecticide/pharmaceutical given - value reported in the study","dose2
quantity of vaccine/insecticide/pharmaceutical given - value reported in the study","doseUnits
Units of measurement for the reported parameter value","doseUnits
Units of measurement for the reported parameter value_comment","doseUnits2
Units of measurement for the reported parameter value","doseUnits2
Units of measurement for the reported parameter value_comment","dosageFreq
Dosage frequency: number of doses (=how many times is the dose aministred?)","dosageFreq2
Dosage frequency: number of doses (=how many times is the dose aministred?)","dosageInterval
Dosage - interval at which the dose is given (days) (how many days are in between the administration of 2 doses)","dosageInterval2
Dosage - interval at which the dose is given (days) (how many days are in between the administration of 2 doses)","Exposure time","Exposure time units","SubstanceDoseComments
Add any other comments about dosage and the test substance.
Please try as much as possible to enter some quantitiative data
in the fields above (for instance the most frequent dosage regimen,
or the start regimen), and then add any additional details here.
Please also try to leave the testSubstance name as clean as possible","sampledMatrix
Tissue sampled for testing","sampledMatrix
Tissue sampled for testing_comment","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD_comment","anMethText
Description of laboratory method (where relevant include method of calculation of cut-offs)","anMatText
Target of laboratory test","anMatText
Target of laboratory test_comment","timePoint
Indicate time point in days from the start of the study to which the following parameters (dead, clinical and tested) correspond","dead (or mortality)
Number of dead vectors (if reported as percentage, please provide percentage -e.g. 20 for 20% - and change the units in the following question).","dead (or mortality) Units
Units of measurement of the reported dead/mortality","mortalityLCI
Lower confidence interval limit for mortality reported as percentage (use 20 for 20%, for example)","mortalityUCI
Upper confidence interval limit for mortality reported as percentage (use 20 for 20%, for example)","mortalityTime
If provided in the paper, please report the time between application of the treatment and recorded mortality. Use this question for the numerical value and the next for the unit.","mortalityTimeUnits
The units for the reported time to mortality.","efficacy
1-RR","LCI_EF
Lower Confidence interval limit - Efficacy","UCI_EF
Upper Confidence interval limit - Efficacy
 ","Outcome type","Number given
numerical part of the outcome","Units
 ","nTested
Number of samples tested","nNegative
Number of samples negative","nPositive
Number of samples positive","OUTCOMESOtherComments
Please give any details that could not be reported in the format above.
Please first make sure to report as many results as possible in a quantitative format above, and leave any additional comments here.","Study design STRENGTHSAdd notes on the strengths of the study design.","Study design WEAKNESSESAdd any notes on the study design weaknesses - lack of proper controls, lack of proper analyses methods, flaws in the way data were reported, etc. What is the impact of these flaws on the use of the data collected?"
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,16,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,160,"Vector directly exposed",,"Insecticide treatment",,malathion,,malathion,,,,5,,percentage,,,,1,,,,1,hours,"Mosquitoes exposed to papers impregnated with test substance for 1 hour",Vector,,,,"WHO bioassay protocol, CORRECTED mortality",,,,100,percentage,,,24,hours,,,,,,,,,,"Knockdown time 10% = 13.7 mins
Knockdown time 50% = 25.31 mins
Knockdown time 95% = 55.59 mins","All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,17,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,160,"Vector directly exposed",,"Insecticide treatment",,malathion,,malathion,,,,5,,percentage,,,,1,,,,1,hours,"Mosquitoes exposed to papers impregnated with test substance for 1 hour",Vector,,,,"WHO bioassay protocol, CORRECTED mortality",,,,98.71,percentage,,,24,hours,,,,,,,,,,"Knockdown time 10% = 9.75 mins
Knockdown time 50% = 20.90 mins
Knockdown time 95% = 55.64 mins","All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,18,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,160,"Vector directly exposed",,"Insecticide treatment",,malathion,,malathion,,,,5,,percentage,,,,1,,,,1,hours,"Mosquitoes exposed to papers impregnated with test substance for 1 hour",Vector,,,,"WHO bioassay protocol, CORRECTED mortality",,,,97.5,percentage,,,24,hours,,,,,,,,,,"Knockdown time 10% = 12.71 mins
Knockdown time 50% = 21.68 mins
Knockdown time 95% = 43.04 mins","All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,1,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,160,"Vector directly exposed",,"Insecticide treatment",,DDT,,DDT,,,,4,,percentage,,,,1,,,,1,hours,"Mosquitoes exposed to papers impregnated with test substance for 1 hour",Vector,,,,"WHO bioassay protocol, CORRECTED mortality",,,,85,percentage,,,24,hours,,,,,,,,,,"Knockdown time 10% = 12.82 minsKnockdown time 50% = 28.59 minsKnockdown time 95% = 80.10 mins","All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,2,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,160,"Vector directly exposed",,"Insecticide treatment",,DDT,,DDT,,,,4,,percentage,,,,1,,,,1,hours,"Mosquitoes exposed to papers impregnated with test substance for 1 hour",Vector,,,,"WHO bioassay protocol, CORRECTED mortality",,,,57.89,percentage,,,24,hours,,,,,,,,,,"Knockdown time 10% = 11.98 minsKnockdown time 50% = 42.17 minsKnockdown time 95% = 212.11 mins","All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,3,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,160,"Vector directly exposed",,"Insecticide treatment",,DDT,,DDT,,,,4,,percentage,,,,1,,,,1,hours,"Mosquitoes exposed to papers impregnated with test substance for 1 hour",Vector,,,,"WHO bioassay protocol, CORRECTED mortality",,,,82.5,percentage,,,24,hours,,,,,,,,,,"Knockdown time 10% = 13.26 mins
Knockdown time 50% = 30.36 mins
Knockdown time 95% = 87.91 mins","All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,4,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,160,"Vector directly exposed",,"Insecticide treatment",,DDT,,DDT,,,,4,,percentage,,,,1,,,,1,hours,"Mosquitoes exposed to papers impregnated with test substance for 1 hour",Vector,,,,"WHO bioassay protocol, CORRECTED mortality",,,,75,percentage,,,24,hours,,,,,,,,,,"Knockdown time 10% = 17.39 mins
Knockdown time 50% = 51.39 mins
Knockdown time 95% = 206.49 mins","All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,5,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,160,"Vector directly exposed",,"Insecticide treatment",,DDT,,DDT,,,,4,,percentage,,,,1,,,,1,hours,"Mosquitoes exposed to papers impregnated with test substance for 1 hour",Vector,,,,"WHO bioassay protocol, CORRECTED mortality",,,,85.53,percentage,,,24,hours,,,,,,,,,,"Knockdown time 10% = 7.65 mins
Knockdown time 50% = 23.62 mins
Knockdown time 95% = 100.42 mins","All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,6,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,160,"Vector directly exposed",,"Insecticide treatment",,DDT,,DDT,,,,4,,percentage,,,,1,,,,1,hours,"Mosquitoes exposed to papers impregnated with test substance for 1 hour",Vector,,,,"WHO bioassay protocol, CORRECTED mortality",,,,23.75,percentage,,,24,hours,,,,,,,,,,"Knockdown time 10% = 11.02 mins
Knockdown time 50% = 31.57 mins
Knockdown time 95% = 121.92 mins","All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,7,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,160,"Vector directly exposed",,"Insecticide treatment",,deltamethrin,,deltamethrin,,,,0.05,,percentage,,,,1,,,,1,hours,"Mosquitoes exposed to papers impregnated with test substance for 1 hour",Vector,,,,"WHO bioassay protocol, CORRECTED mortality",,,,98.08,percentage,,,24,hours,,,,,,,,,,"Knockdown time 10% = 4.48 mins
Knockdown time 50% = 12.09 mins
Knockdown time 95% = 43.28 mins","All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,8,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,160,"Vector directly exposed",,"Insecticide treatment",,deltamethrin,,deltamethrin,,,,0.05,,percentage,,,,1,,,,1,hours,"Mosquitoes exposed to papers impregnated with test substance for 1 hour",Vector,,,,"WHO bioassay protocol, CORRECTED mortality",,,,98.75,percentage,,,24,hours,,,,,,,,,,"Knockdown time 10% = 6.45 mins
Knockdown time 50% = 11.60 mins
Knockdown time 95% = 24.63 mins","All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,10,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,160,"Vector directly exposed",,"Insecticide treatment",,deltamethrin,,deltamethrin,,,,0.05,,percentage,,,,1,,,,1,hours,"Mosquitoes exposed to papers impregnated with test substance for 1 hour",Vector,,,,"WHO bioassay protocol, CORRECTED mortality",,,,96.25,percentage,,,24,hours,,,,,,,,,,"Knockdown time 10% = 7.29 mins
Knockdown time 50% = 13.83 mins
Knockdown time 95% = 31.43 mins","All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,9,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,160,"Vector directly exposed",,"Insecticide treatment",,deltamethrin,,deltamethrin,,,,0.05,,percentage,,,,1,,,,1,hours,"Mosquitoes exposed to papers impregnated with test substance for 1 hour",Vector,,,,"WHO bioassay protocol, CORRECTED mortality",,,,100,percentage,,,24,hours,,,,,,,,,,"Knockdown time 10% = 6.69 mins
Knockdown time 50% = 13.07 mins
Knockdown time 95% = 30.84 mins","All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,19,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.0001,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,10,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,19,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.0015,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,50,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,19,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.3343,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,99,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,20,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.0001,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,10,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,21,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.0001,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,10,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,22,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.0001,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,10,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,23,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.0001,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,10,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,24,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.0001,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,10,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,20,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.0009,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,50,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,20,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.2574,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,99,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,21,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.001,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,50,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,21,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.1678,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,99,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,22,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.0006,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,50,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,22,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.1565,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,99,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,23,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.001,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,50,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,23,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.1963,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,99,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
70033," M. Chatterjee, S. Ballav, A.K. Maji, N. Basu, B.C. Sarkar, P. Saha (2018).  Polymorphisms in voltage-gated sodium channel gene and susceptibility of Aedes albopictus to insecticides in three districts of northern West Bengal, India PLoS Neglected Tropical Diseases, 12(1),  #Pages#",Fernanda.dorea,,4,,24,,India,2016,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"single VECTOR UNIT",,25,"Vector directly exposed",,"Insecticide treatment",,temephos,,temephos,,,,0.0009,,mg/L,,,,,,,,1,hours,,Vector,,,,"WHO bioassay protocol, aquatic stages",,,,50,percentage,,,1,hours,,,,,,,,,,,"All results, including that for controls, clearly reported in table format.",
