"Refid","Bibliography","User","Ris Code","Level","DE_VBD_PREVALENCE_FINAL_k","studyID
Unique ID to link all observations from the same study or experiment","agent
Causative agent of vector borne diseases","agentSubtypeType","agentSubtypeType_comment","agentDetails
The further information given regarding the sutype type given above. ","sampCountry
Country where study was performed","sampCountry
Country where study was performed_comment","SampArea_text
Please provide the name of the sampled area.","Sampling context
reason for sampling, type of study, surveillance types","Sampling context
reason for sampling, type of study, surveillance types_comment","Reason for sampling
Free text to describe the reason for performing pathogen testing (e.g. serological survey, trade purposes), if not already clear from the study type","Disease situation / outbreak phase
Please report outbreak phase or any other information given regarding the disease situation in the area. ","sampY
Start year of study/outbreak
(-1 if not specified)","sampM
Start month of study/outbreak
(-1 if not specified)","duration
Duration of study/outbreak in months","analysisY
Year when the analysis was completed","studyTargetSpecies
Description of the sample. Where result relates to environmental samples this field can be left blank but sampledMatrix should be completed","studyTargetSpecies
Description of the sample. Where result relates to environmental samples this field can be left blank but sampledMatrix should be completed_comment","sampPoint
Point in the food chain, where the samples were taken","sampPoint
Point in the food chain, where the samples were taken_comment","sampStrategy
Strategy used to select sample units for laboratory analysis","sampStrategy
Strategy used to select sample units for laboratory analysis_comment","Longitudinal/Repeated sampling?
if this is a longitudinal study, describe the scheme of sampling (for instance paired samples with 2 months interval). ","sampUnit
Type of unit sampled in the study and reported in sampUnitSize","sampUnit
Type of unit sampled in the study and reported in sampUnitSize_comment","sampUnitSize
Number of sampling units tested (sample size)","MinAgeMonths
Age of animals in months
(-1 if not specified)","MaxAgeMonths
Age of animals in months
(-1 if not specified)","sampledMatrix
Matrix sampled for testing","sampledMatrix
Matrix sampled for testing_comment","anMethCode
Laboratory test used","anMethCode
Laboratory test used_comment","anMatText
Target of laboratory test","anMatText
Target of laboratory test_comment","anMethText
Description of laboratory method (where relevant include method of calculation of cut-offs)","sensitivity
Sensitivity of test","specificity
Specificity of test","nPositive
Number of animals positive","Were all cases confirmed to be IMPORTED (animals believed not to have been infected in the study area) -> YES, only IMPORTED cases","nNegative
Number of animals negative","Disease freedom
was this phrased as a disease freedom investigation?","Design prevalence
If given, in % (p.e. 2%). This is the minimum assumed prevalence of the disease in the region, if it was present.","prevalence (..%, e.g write 7, when the prevalence is 0.07 or 7%)
Reported prevalence in paper","LCI_PR
Lower Confidence interval-prevalence","UCI_PR
Upper confidence interval-prevalence","incidence
Reported incidence value","LCI_I
Lower confidence interval-incidence","UCI_I
Upper confidence interval-incidence","incidenceUnits
Units of reported incidence value","incidence Unit comments
Any further information on incidence units","R0
Basic reproduction number","Lower value of Ro range","Upper level of range or of Ro","impactMeasure
Description of the measure used / reported in the paper","impactValue
Value","impactUnit
Unit","impactUnit
Unit_comment","Clinical signs
If clinical signs were described, please list them here","Severity
If any measure of severity was described, please give an objective summary here","More info missed?
Are there more detailed information on the clinical progression, which could not be collected here? Would this paper be worth a new data collection form focusing specifically on the type and duration of clinical signs? ","Risk factors - INCREASE RISK
if this was a study where risk factor were investigated, please list factors confirmed to be associated with increased disease risk","Risk factors - PROTECTIVE FACTOR
if this was a study where risk factor were investigated, please list factors confirmed to REDUCE disease risk","More info missed?
Are there more detailed information on risk factors, which could not be collected here? Would this paper be worth a new data collection form focusing specifically on risk factors? ","Quality check and other notes
if relevant, please add any notes about information in the paper which you think is relevant but was not capured in the form.
Also add any notes about detected biases or other methodological flaws.","agentSubtype
Code agent of vector borne diseases agent serotype/genotype/strain
from DACRAH1, no need to answer","agentSubtype
Code agent of vector borne diseases agent serotype/genotype/strain
from DACRAH1, no need to answer_comment"
83646," B. Faye, A.L. Bañuls, B. Bucheton, M.M. Dione, O. Bassanganam, M. Hide, J. Dereure, M. Choisy, J.L. Ndiaye, O. Konaté, M. Claire, M.W. Senghor, M.N. Faye, I. Sy, A.A. Niang, J.F. Molez, K. Victoir, P. Marty, P. Delaunay, R. Knecht, S. Mellul, S. Diedhiou, O. Gaye (2010).  Canine visceral leishmaniasis caused by Leishmania infantum in Senegal: Risk of emergence in humans? Microbes and Infection, 12(14-15),  1219",Paul.Gale,,3,,1,"Leishmania infantum",,,,Senegal,,,"Monitoring &ndash;active",,"Results for DOGS","Not reported",2005,-1,36,2010,"Dog (Canis lupus familiaris)",,Unknown,,Unspecified,,,"host (animal or human)",,160,-1,-1,Blood,,"Polymerase chain reaction (PCR)",,"Nucleic acid",,,,,33,,,,,20.6,,,,,,,,,,,,,,,,,,,,,,,
83646," B. Faye, A.L. Bañuls, B. Bucheton, M.M. Dione, O. Bassanganam, M. Hide, J. Dereure, M. Choisy, J.L. Ndiaye, O. Konaté, M. Claire, M.W. Senghor, M.N. Faye, I. Sy, A.A. Niang, J.F. Molez, K. Victoir, P. Marty, P. Delaunay, R. Knecht, S. Mellul, S. Diedhiou, O. Gaye (2010).  Canine visceral leishmaniasis caused by Leishmania infantum in Senegal: Risk of emergence in humans? Microbes and Infection, 12(14-15),  1219",Paul.Gale,,3,,2,"Leishmania infantum",,,,Senegal,,,"Monitoring &ndash;active",,"Results for DOGS","Not reported",2005,-1,36,2010,"Human (homo sapiens)",,Unknown,,Unspecified,,,"host (animal or human)",,133,12,984,Blood,,"Polymerase chain reaction (PCR)",,"Nucleic acid",,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
83651," L. Saraiva, J.D.A. Filho, S. de Oliveira Silva, A.S.R. de Andrade, M.N. Melo (2010).  The molecular detection of different Leishmania species within sand flies from a cutaneous and visceral leishmaniasis sympatric area in Southeastern Brazil Memorias do Instituto Oswaldo Cruz, 105(8),  1033",Paul.Gale,,3,,1,"Leishmania infantum",,,,Brazil,,,"Monitoring &ndash;active",,"Results for Ny. whitmani","Not reported",2006,7,11,2010,Sand-flies,,"Natural habitat",,"Objective (random) sampling",,,single,,181,-1,-1,"Whole vectors",,"Polymerase chain reaction (PCR)",,Antibody,,,,,7,,,,,3.80,,,,,,,,,,,,,,,,,,,,,,,
83651," L. Saraiva, J.D.A. Filho, S. de Oliveira Silva, A.S.R. de Andrade, M.N. Melo (2010).  The molecular detection of different Leishmania species within sand flies from a cutaneous and visceral leishmaniasis sympatric area in Southeastern Brazil Memorias do Instituto Oswaldo Cruz, 105(8),  1033",Paul.Gale,,3,,2,"Leishmania infantum",,,,Brazil,,,"Monitoring &ndash;active",,"Results for Lu. longipalpis","Not reported",2006,7,11,2010,Sand-flies,,"Natural habitat",,"Objective (random) sampling",,,single,,21,-1,-1,"Whole vectors",,"Polymerase chain reaction (PCR)",,Antibody,,,,,4,,,,,19,,,,,,,,,,,,,,,,,,,,,,,
83651," L. Saraiva, J.D.A. Filho, S. de Oliveira Silva, A.S.R. de Andrade, M.N. Melo (2010).  The molecular detection of different Leishmania species within sand flies from a cutaneous and visceral leishmaniasis sympatric area in Southeastern Brazil Memorias do Instituto Oswaldo Cruz, 105(8),  1033",Paul.Gale,,3,,4,"Leishmania infantum",,,,Brazil,,,"Monitoring &ndash;active",,"Results for  Evandromyia termitophila","Not reported",2006,7,11,2010,Sand-flies,,"Natural habitat",,"Objective (random) sampling",,,single,,3,-1,-1,"Whole vectors",,"Polymerase chain reaction (PCR)",,Antibody,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83651," L. Saraiva, J.D.A. Filho, S. de Oliveira Silva, A.S.R. de Andrade, M.N. Melo (2010).  The molecular detection of different Leishmania species within sand flies from a cutaneous and visceral leishmaniasis sympatric area in Southeastern Brazil Memorias do Instituto Oswaldo Cruz, 105(8),  1033",Paul.Gale,,3,,3,"Leishmania infantum",,,,Brazil,,,"Monitoring &ndash;active",,"Results for  Ny. intermedia","Not reported",2006,7,11,2010,Sand-flies,,"Natural habitat",,"Objective (random) sampling",,,single,,7,-1,-1,"Whole vectors",,"Polymerase chain reaction (PCR)",,Antibody,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83652," K.S. Freeman, M.D. Miller, E.B. Breitschwerdt, M.R. Lappin (2010).  Leishmaniasis in a dog native to Colorado Journal of the American Veterinary Medical Association, 237(11),  1288",Paul.Gale,,3,,1,"Leishmania infantum",,,,"United States",,,"Clinical investigations",,,"Not reported",-1,-1,-1,2012,"Dog (Canis lupus familiaris)",,"Vet/Clinic ",,"Suspect sampling",,,"host (animal or human)",,1,12,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83653," I. Cruz, L. Acosta, M.N. Gutiérrez, J. Nieto, C. Cañavate, J. Deschutter, F.J. Bornay-Llinares (2010).  A canine leishmaniasis pilot survey in an emerging focus of visceral leishmaniasis: Posadas (Misiones, Argentina) BMC Infectious Diseases, 10(#issue#),  #Pages#",Paul.Gale,,3,,2,"Leishmania infantum",,,,Argentina,,,"Monitoring &ndash;active",,"Results for Parasite-pos: LnPCR positive on PB and/or LN samples.","Not reported",2006,7,1,2010,"Dog (Canis lupus familiaris)",,"Vet/Clinic ",,"Convenience sampling",,,"host (animal or human)",,110,-1,-1,Blood,,"Polymerase chain reaction (PCR)",,"Nucleic acid",,,,,52,,,,,47.3,,,,,,,,,,,,,,,,,,,,,,,
83653," I. Cruz, L. Acosta, M.N. Gutiérrez, J. Nieto, C. Cañavate, J. Deschutter, F.J. Bornay-Llinares (2010).  A canine leishmaniasis pilot survey in an emerging focus of visceral leishmaniasis: Posadas (Misiones, Argentina) BMC Infectious Diseases, 10(#issue#),  #Pages#",Paul.Gale,,3,,1,"Leishmania infantum",,,,Argentina,,,"Monitoring &ndash;active",,"Results for Sero-pos: seropositive by rK39-ICT and/or IFAT.","Not reported",2006,7,1,2010,"Dog (Canis lupus familiaris)",,"Vet/Clinic ",,"Convenience sampling",,,"host (animal or human)",,110,-1,-1,"Blood serum",,"Indirect Immunofluorescence Antibody test (IFAT)",,Antibody,,,,,48,,,,,43.6,,,,,,,,,,,,,,,,,,,,,,,
83658," S.M. da Silva, P.F.B. Rabelo, N.D.F. Gontijo, R.R. Ribeiro, M.N. Melo, V.M. Ribeiro, M.S.M. Michalick (2010).  First report of infection of Lutzomyia longipalpis by Leishmania (Leishmania) infantum from a naturally infected cat of Brazil Veterinary Parasitology, 174(1-2),  150",Paul.Gale,,3,,1,"Leishmania infantum",,,,Brazil,,,"Clinical investigations",,,"Not reported",-1,-1,-1,2010,"Cat (Felis catus)",,"Vet/Clinic ",,"Suspect sampling",,,"host (animal or human)",,1,96,-1,"Bone marrow",,"Polymerase chain reaction (PCR)",,"Nucleic acid",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83659," L. Cardoso, A.P. Lopes, K. Sherry, H. Schallig, L. Solano-Gallego (2010).  Low seroprevalence of Leishmania infantum infection in cats from northern Portugal based on DAT and ELISA Veterinary Parasitology, 174(1-2),  37",Paul.Gale,,3,,1,"Leishmania infantum",,,,Portugal,,,"Monitoring &ndash;active",,,"Not reported",2004,5,50,2010,"Cat (Felis catus)",,"Vet/Clinic ",,"Convenience sampling",,,"host (animal or human)",,316,2,204,"Blood serum",,"Direct agglutination (DA)",,Antibody,,,,,9,,,,,2.8,1.3,5.3,,,,,,,,,,,,,,,,,,,,,
83660," O. Cabezón, J. Millán, M. Gomis, J.P. Dubey, E. Ferroglio, S. Almería (2010).  Kennel dogs as sentinels of Leishmania infantum, Toxoplasma gondii, and Neospora caninum in Majorca Island, Spain Parasitology Research, 107(6),  1505",Paul.Gale,,3,,1,"Leishmania infantum",,,,Spain,,Majorca,"Monitoring &ndash;active",,"Results for PCR","Not reported",2009,5,4,2010,"Dog (Canis lupus familiaris)",,Kennel,,"Selective (risk-based) sampling","Kenneled dogs",,"host (animal or human)",,48,-1,-1,Blood,,"Polymerase chain reaction (PCR)",,"Nucleic acid",,,,,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83660," O. Cabezón, J. Millán, M. Gomis, J.P. Dubey, E. Ferroglio, S. Almería (2010).  Kennel dogs as sentinels of Leishmania infantum, Toxoplasma gondii, and Neospora caninum in Majorca Island, Spain Parasitology Research, 107(6),  1505",Paul.Gale,,3,,2,"Leishmania infantum",,,,Spain,,Majorca,"Monitoring &ndash;active",,"Results for Western blot","Not reported",2009,5,4,2010,"Dog (Canis lupus familiaris)",,Kennel,,"Selective (risk-based) sampling","Kenneled dogs",,"host (animal or human)",,48,-1,-1,Blood,,"Western blot",,Antibody,,,,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83661," S. Gabrielli, S. Kumlien, P. Calderini, A. Brozzi, A. Iori, G. Cancrini (2010).  The first report of hepatozoon canis identified in vulpes vulpes and Ticks from Italy Vector-Borne and Zoonotic Diseases, 10(9),  855",Paul.Gale,,3,,1,"Hepatozoon canis",,,,Italy,,,"Monitoring &ndash;active",,"Results for ticks collected from dogs","Not reported",2005,-1,12,2010,Ticks,,"Natural habitat",,"Objective (random) sampling",,,single,,118,-1,-1,"Whole vectors",,"Polymerase chain reaction (PCR)",,"Nucleic acid",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83661," S. Gabrielli, S. Kumlien, P. Calderini, A. Brozzi, A. Iori, G. Cancrini (2010).  The first report of hepatozoon canis identified in vulpes vulpes and Ticks from Italy Vector-Borne and Zoonotic Diseases, 10(9),  855",Paul.Gale,,3,,2,"Hepatozoon canis",,,,Italy,,,"Monitoring &ndash;active",,"Results for ticks collected from the environment","Not reported",2005,-1,12,2010,Ticks,,"Natural habitat",,"Objective (random) sampling",,,single,,172,-1,-1,"Whole vectors",,"Polymerase chain reaction (PCR)",,"Nucleic acid",,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83663," C.G. Couto, L. Lorentzen, M.J. Beall, J. Shields, N. Bertolone, J.I. Couto, K.M. Couto, S. Nash, J. Slack, H. Kvitko, N. Westendorf, L. Marin, M.C. Iazbik, F.C. Vicario, P. Sanz, R. Ruano (2010).  Serological study of selected vector-borne diseases in shelter dogs in central spain using point-of-care assays Vector-Borne and Zoonotic Diseases, 10(9),  885",Paul.Gale,,3,,1,"Leishmania infantum",,,,Spain,,,"Monitoring &ndash;active",,,"Not reported",-1,-1,-1,2010,"Dog (Canis lupus familiaris)",,Kennel,,Unspecified,,,"host (animal or human)",,131,-1,-1,Blood,,"Immunological detection or quantification method",,Antibody,,,99.2,96.3,7,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,
83680," S.A. Acardi, D.J. Liotta, M.S. Santini, C.M. Romagosa, O.D. Salomón (2010).  Detection of Leishmania infantum in naturally infected Lutzomyia longipalpis (Diptera: Psychodidae: Phlebotominae) and Canis familiaris in Misiones, Argentina: The first report of a PCR-RFLP and sequencing-based confirmation assay Memorias do Instituto Oswaldo Cruz, 105(6),  796",Paul.Gale,,3,,1,"Leishmania infantum",,,,Argentina,,,"Monitoring &ndash;active",,"Results for sandfly pools","Not reported",-1,1,2,2010,Sand-flies,,"Natural habitat",,"Objective (random) sampling",,,batch,,28,-1,-1,"Whole vectors",,"Polymerase chain reaction (PCR)",,"Nucleic acid",,,,,1,,,,,3.5,,,0.47,,,percentage,,,,,,,,,,,,,,,,,
83681," J.-Y. Wang, C.-H. Gao, Y.-T. Yang, H.-T. Chen, X.-H. Zhu, S. Lv, S.-B. Chen, S.-X. Tong, P. Steinmann, K. Ziegelbauer, X.-N. Zhou (2010).  An outbreak of the desert sub-type of zoonotic visceral leishmaniasis in Jiashi, Xinjiang Uygur Autonomous Region, People's Republic of China Parasitology International, 59(3),  331",Paul.Gale,,3,,1,"Leishmania infantum",,,,China,,,"Surveillance passive (follow up reports)",,"Origin of VL cases reported from Jiashi County between January 2008 and May 2009.","Outbreak - Resolved (post outbreak phase)",2008,1,17,2010,"Human (homo sapiens)",,Hospital,,"Suspect sampling",,,"host (animal or human)",,268,-1,60,Blood,,"Microscopic detection and quantification",,Parasite,,,,,268,,,,,,,,0.128,0.024,0.39,percentage,,,,,,,,,,,,,,,,,
83695," F. Alonso, P. Giménez Font, M. Manchón, R. Ruiz De Ybáñez, M. Segovia, E. Berriatua (2010).  Geographical variation and factors associated to seroprevalence of canine leishmaniosis in an endemic mediterranean area Zoonoses and Public Health, 57(5),  318",Paul.Gale,,3,,1,"Leishmania infantum",,,,Spain,,,"Monitoring &ndash; passive",,,"Not reported",1999,6,1,2009,"Dog (Canis lupus familiaris)",,"Vet/Clinic ",,"Convenience sampling",,,"host (animal or human)",,714,-1,-1,"Blood serum",,"Indirect ELISA (I-ELISA)",,Antibody,,,,,,,,,,22,19,25,,,,,,,,,,,,,,,,,,,,,
83706," A. Duarte, I. Castro, I.M. Pereira da Fonseca, V. Almeida, L.M. Madeira de Carvalho, J. Meireles, M.I. Fazendeiro, L. Tavares, Y. Vaz (2010).  Survey of infectious and parasitic diseases in stray cats at the Lisbon Metropolitan Area, Portugal Journal of Feline Medicine and Surgery, 12(6),  441",Paul.Gale,,3,,1,"Leishmania infantum",,,,Portugal,,,"Monitoring &ndash;active",,,"Not reported",-1,-1,-1,2010,"Cat (Felis catus)",,"Vet/Clinic ",,"Convenience sampling",,,"host (animal or human)",,194,-1,-1,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,1,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,
83707," F. Dantas-Torres, M. de Paiva-Cavalcanti, L.A. Figueredo, M.F. Melo, F.J. da Silva, A.L. da Silva, E.L. Almeida, S.P. Brandão-Filho (2010).  Cutaneous and visceral leishmaniosis in dogs from a rural community in northeastern Brazil Veterinary Parasitology, 170(3-4),  313",Paul.Gale,,3,,1,"Hepatozoon canis",,,,Brazil,,"Mundo Novo","Monitoring &ndash;active",,,"Not reported",2008,6,-1,2010,"Dog (Canis lupus familiaris)",,Household,,Census,,,"host (animal or human)",,41,1,120,"Bone marrow",,"Polymerase chain reaction (PCR)",,"Nucleic acid",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83709," A. Zinchuk, A. Nadraga (2010).  Congenital visceral leishmaniasis in Ukraine: Case report Annals of Tropical Paediatrics, 30(2),  161",Paul.Gale,,3,,1,"Leishmania infantum",,,,Ukraine,,,"Clinical investigations",,,"Not reported",2007,8,-1,2010,"Dog (Canis lupus familiaris)",,Hospital,,"Suspect sampling",,,"host (animal or human)",,1,8,-1,"Bone marrow",,"Microscopic detection and quantification",,Parasite,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83717," R. Gálvez, G. Miró, M.A. Descalzo, J. Nieto, D. Dado, O. Martín, E. Cubero, R. Molina (2010).  Emerging trends in the seroprevalence of canine leishmaniosis in the Madrid region (central Spain) Veterinary Parasitology, 169(3-4),  327",Paul.Gale,,3,,1,"Leishmania infantum",,,,Spain,,,"Monitoring &ndash;active",,,"Not reported",2006,-1,12,2010,"Dog (Canis lupus familiaris)",,Household,,"Convenience sampling",,,"host (animal or human)",,1076,-1,-1,Blood,,"Indirect Immunofluorescence Antibody test (IFAT)",,IgG,,"cut-off value indicating a positive result was set at 1:80",,,87,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,
83721," L. Cardoso, Y. Yisaschar-Mekuzas, F.T. Rodrigues, Á. Costa, J. MacHado, D. Diz-Lopes, G. Baneth (2010).  Canine babesiosis in northern Portugal and molecular characterization of vector-borne co-infections Parasites and Vectors, 3(1),  #Pages#",Paul.Gale,,3,,1,"Leishmania infantum",,,,Portugal,,,"Monitoring &ndash;active",,,"Not reported",2007,10,18,2010,"Dog (Canis lupus familiaris)",,Unknown,,"Suspect sampling",,,"host (animal or human)",,45,2,168,Blood,,"Polymerase chain reaction (PCR)",,"Nucleic acid",,,,,7,,,,,16,,,,,,,,,,,,,,,,,,,,,,,
83722," B. Menn, S. Lorentz, T.J. Naucke (2010).  Imported and travelling dogs as carriers of canine vector-borne pathogens in Germany Parasites and Vectors, 3(1),  #Pages#",Paul.Gale,,3,,1,"Leishmania infantum",,,,Germany,,,"Monitoring &ndash; passive",,"Results for L. INFANTUM","Not reported",2004,7,78,2010,"Dog (Canis lupus familiaris)",,Unknown,,"Convenience sampling",,,"host (animal or human)",,4681,-1,-1,Blood,,"Indirect Immunofluorescence Antibody test (IFAT)",,Antibody,,,,,569,,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,
83722," B. Menn, S. Lorentz, T.J. Naucke (2010).  Imported and travelling dogs as carriers of canine vector-borne pathogens in Germany Parasites and Vectors, 3(1),  #Pages#",Paul.Gale,,3,,2,"Hepatozoon canis",,,,Germany,,,"Monitoring &ndash; passive",,"Results for H CANIS","Not reported",2004,7,78,2010,"Dog (Canis lupus familiaris)",,Unknown,,"Convenience sampling",,,"host (animal or human)",,4681,-1,-1,Blood,,"Indirect Immunofluorescence Antibody test (IFAT)",,Antibody,,,,,372,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,
83724," G.R. Hatam, S.J. Adnani, Q. Asgari, E. Fallah, M.H. Motazedian, S.M. Sadjjadi, B. Sarkari (2010).  First report of natural infection in cats with leishmania infantum in Iran Vector-Borne and Zoonotic Diseases, 10(3),  313",Paul.Gale,,3,,1,"Leishmania infantum",,,,"Iran, Islamic Republic of",,,"Monitoring &ndash;active",,,"Not reported",-1,-1,-1,2010,"Cat (Felis catus)",,"Vet/Clinic ",,"Convenience sampling",,,"host (animal or human)",,40,-1,-1,Spleen,,"culture method",,Parasite,,,,,4,,,,,10,,,,,,,,,,,,,,,,,,,,,,,
83730," A. Mazeris, K. Soteriadou, J.P. Dedet, C. Haralambous, A. Tsatsaris, J. Moschandreas, I. Messaritakis, V. Christodoulou, B. Papadopoulos, V. Ivović, F. Pratlong, F. Loucaides, M. Antoniou (2010).  Leishmaniases and the Cyprus Paradox American Journal of Tropical Medicine and Hygiene, 82(3),  441",Paul.Gale,,3,,1,"Leishmania infantum",,,,Cyprus,,Nicosia,"Monitoring &ndash;active",,"Results for NICOSIA

This study did not give overall/total prevalence, instead it reported prevalence according to various risk factors. Here I have collected the data for Geographical origin results, by PCR, to avoid recording too many data sets.","Not reported",2005,-1,12,2010,"Dog (Canis lupus familiaris)",,Household,,"Objective (random) sampling",,,"host (animal or human)",,155,-1,-1,Blood,,"Polymerase chain reaction (PCR)",,"Nucleic acid",,,,,34,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,,
83730," A. Mazeris, K. Soteriadou, J.P. Dedet, C. Haralambous, A. Tsatsaris, J. Moschandreas, I. Messaritakis, V. Christodoulou, B. Papadopoulos, V. Ivović, F. Pratlong, F. Loucaides, M. Antoniou (2010).  Leishmaniases and the Cyprus Paradox American Journal of Tropical Medicine and Hygiene, 82(3),  441",Paul.Gale,,3,,2,"Leishmania infantum",,,,Cyprus,,Ammochostos,"Monitoring &ndash;active",,"Results for AMMOCHOSTOS

This study did not give overall/total prevalence, instead it reported prevalence according to various risk factors. Here I have collected the data for Geographical origin results, by PCR, to avoid recording too many data sets.","Not reported",2005,-1,12,2010,"Dog (Canis lupus familiaris)",,Household,,"Objective (random) sampling",,,"host (animal or human)",,101,-1,-1,Blood,,"Polymerase chain reaction (PCR)",,"Nucleic acid",,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
83730," A. Mazeris, K. Soteriadou, J.P. Dedet, C. Haralambous, A. Tsatsaris, J. Moschandreas, I. Messaritakis, V. Christodoulou, B. Papadopoulos, V. Ivović, F. Pratlong, F. Loucaides, M. Antoniou (2010).  Leishmaniases and the Cyprus Paradox American Journal of Tropical Medicine and Hygiene, 82(3),  441",Paul.Gale,,3,,3,"Leishmania infantum",,,,Cyprus,,Larnaca,"Monitoring &ndash;active",,"Results for LARANCA

This study did not give overall/total prevalence, instead it reported prevalence according to various risk factors. Here I have collected the data for Geographical origin results, by PCR, to avoid recording too many data sets.","Not reported",2005,-1,12,2010,"Dog (Canis lupus familiaris)",,Household,,"Objective (random) sampling",,,"host (animal or human)",,20,-1,-1,Blood,,"Polymerase chain reaction (PCR)",,"Nucleic acid",,,,,3,,,,,15,,,,,,,,,,,,,,,,,,,,,,,
83730," A. Mazeris, K. Soteriadou, J.P. Dedet, C. Haralambous, A. Tsatsaris, J. Moschandreas, I. Messaritakis, V. Christodoulou, B. Papadopoulos, V. Ivović, F. Pratlong, F. Loucaides, M. Antoniou (2010).  Leishmaniases and the Cyprus Paradox American Journal of Tropical Medicine and Hygiene, 82(3),  441",Paul.Gale,,3,,4,"Leishmania infantum",,,,Cyprus,,Limassol,"Monitoring &ndash;active",,"Results for LIMASSOL

This study did not give overall/total prevalence, instead it reported prevalence according to various risk factors. Here I have collected the data for Geographical origin results, by PCR, to avoid recording too many data sets.","Not reported",2005,-1,12,2010,"Dog (Canis lupus familiaris)",,Household,,"Objective (random) sampling",,,"host (animal or human)",,264,-1,-1,Blood,,"Polymerase chain reaction (PCR)",,"Nucleic acid",,,,,56,,,,,21.2,,,,,,,,,,,,,,,,,,,,,,,
83730," A. Mazeris, K. Soteriadou, J.P. Dedet, C. Haralambous, A. Tsatsaris, J. Moschandreas, I. Messaritakis, V. Christodoulou, B. Papadopoulos, V. Ivović, F. Pratlong, F. Loucaides, M. Antoniou (2010).  Leishmaniases and the Cyprus Paradox American Journal of Tropical Medicine and Hygiene, 82(3),  441",Paul.Gale,,3,,5,"Leishmania infantum",,,,Cyprus,,Pafos,"Monitoring &ndash;active",,"Results for PAFOS

This study did not give overall/total prevalence, instead it reported prevalence according to various risk factors. Here I have collected the data for Geographical origin results, by PCR, to avoid recording too many data sets.","Not reported",2005,-1,12,2010,"Dog (Canis lupus familiaris)",,Household,,"Objective (random) sampling",,,"host (animal or human)",,360,-1,-1,Blood,,"Polymerase chain reaction (PCR)",,"Nucleic acid",,,,,135,,,,,37.5,,,,,,,,,,,,,,,,,,,,,,,
83732," F. Dantas-Torres, V. Lorusso, G. Testini, M. De Paiva-Cavalcanti, L.A. Figueredo, D. Stanneck, N. Mencke, S.P. Brandão-Filho, L.C. Alves, D. Otranto (2010).  Detection of Leishmania infantum in Rhipicephalus sanguineus ticks from Brazil and Italy Parasitology Research, 106(4),  857",Paul.Gale,,3,,1,"Leishmania infantum",,,,Brazil,,,"Monitoring &ndash;active",,,"Not reported",2007,3,7,2010,Ticks,,Unknown,,Unspecified,,,single,,73,-1,-1,"Whole vectors",,"Polymerase chain reaction (PCR)",,"Nucleic acid",,,,,9,,,,,12.3,,,,,,,,,,,,,,,,,,,,,,,
83739," A.C. Rosypal, S. Tripp, C. Kinlaw, S. Hailemariam, R.R. Tidwell, D.S. Lindsay, R.P.V.J. Rajapakse, C. Sreekumar, J.P. Dubey (2010).  Surveillance for antibodies to Leishmania spp. in dogs from Sri Lanka Journal of Parasitology, 96(1),  230",Paul.Gale,,3,,1,"Leishmania infantum",,,,"Sri Lanka",,,"Monitoring &ndash;active",,"The ICT detects antibodies to L. infantum and L. donovani. THE RESULT MAY NOT BE L. INFANTUM","Not reported",-1,-1,-1,2010,"Dog (Canis lupus familiaris)",,Unknown,,"Convenience sampling",,,"host (animal or human)",,114,-1,-1,"Blood serum",,"Immunological detection or quantification method",,Antibody,,,,,1,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,
